book_id,title,authors,description,image,isbn,language
"WybXEAAAQBAJ""","""The Play""","{"Elle Kennedy"}","""Step into a world of hot hockey players, feisty heroines and steamy romance in this addictive spin-off from the bestselling Off-Campus! Read The Play now for the perfect friends-to-lovers romance! She's about to put this player in his place . . . What I learned after last year's distractions cost my hockey team our entire season? No more screwing up. No more screwing, period. As the new team captain, I need a new philosophy: hockey and school now, women later. Which means that I, Hunter Davenport, am officially going celibate . . . no matter how hard that makes things. But there's nothing in the rulebook that says I can't be friends with a woman. And I won't lie - my new classmate Demi Davis is one cool chick. Her smart mouth is hot as hell, and so is the rest of her, but the fact that she's got a boyfriend eliminates the temptation to touch her. Except three months into our friendship, Demi is single and looking for a rebound. And she's making a play for me. Avoiding her is impossible. We're paired up on a yearlong school project, but I'm confident I can resist her. We'd never work, anyway. Our backgrounds are too different, our goals aren't aligned, and her parents hate my guts. Hooking up is a very bad idea. Now I just have to convince my body - and my heart. *** Why fans love Elle Kennedy ⭐ ⭐ ⭐ ⭐ ⭐! 'Delicious, complicated and drama-filled . . . I read it in one sitting, and you will, too' L. J. Shen, USA Today bestselling author 'A deliciously sexy story with a wallop of emotions that sneaks up on you' Vi Keeland, New York Times bestselling author 'This book had the ability to make me swoon one minute, put my heart in my throat the next, then literally make me burst right out laughing out of the blue' Goodreads Review 'The best college romance I've read. It had epic banter, sexy romance, and fantastic writing!! I laughed, I swooned, I couldn't put it down. Highly recommended!!' Goodreads Review 'Elle Kennedy proves, once again, that she is the Queen of College Hockey Romance!!' Goodreads Review '5-Made My Heart Pitter Patter-Stars' Goodreads Review 'One of the few authors who can instantly put a grin on my face as soon as I start reading her books' Goodreads Review""","""http://books.google.com/books/content?id=WybXEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780349441054""","""en"
"WYtsBgAAQBAJ""","""Help, Lord! I'm Having a Senior Moment Again""","{"Karen O'Connor"}","""While growing older certainly has its benefits, its downside poses big challenges. Physical decline; loss of spouses, relatives, and friends; memory lapses; feelings of inadequacy or uselessness--such things can give us those ""senior moments"" that sidetrack us with fear and worry. In this sequel to her bestselling book, Karen O'Connor brings even more encouragement to people in their golden years, prompting them to reflect, laugh, play, and take both burdens and joys to the Lord who cares for them.""","""http://books.google.com/books/content?id=WYtsBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781441225528""","""en"
"X-kvLQAACAAJ""","""The U Book""","{"Nathan Preston Pierce"}","""A beautiful montage of photographs, poetry, and journal notes chronicles the author's adventures in India, Nepal, and across the Himalayas, as well as his bicycling across Colorado's Rocky Mountains.""","""http://books.google.com/books/content?id=X-kvLQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api""","""0977731855""","""en"
"X-YEfdaungkC""","""The Continental Classics: Parisian points of view, by L. Halevy, tr. by E.V.B. Matthews""","""{}""","""No Description""","""http://books.google.com/books/content?id=X-YEfdaungkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""IND:30000091649685""","""en"
"X_CBAgAAQBAJ""","""Functional Structure(s), Form and Interpretation""","{"Andrew Simpson"","""""Audrey-Li Yen-hui""}""","""Part PART I in the DP/NP -- chapter 1 NP as argument -- chapter 2 Copying variables -- chapter 3 Classi?ers and the count/mass distinction -- chapter 4 The demonstratives in modern Japanese -- part PART II of functional structure -- chapter 5 On the Re-Analysis of nominalizers in Chinese, Japanese and Korean -- chapter 6 Three types of existential quantification in Chinese -- chapter 7 On the history of place words and localizers in Chinese: A cognitive approach -- chapter PART III principles of organization -- chapter 8 Judgments, point of view and the interpretation of causee noun phrases -- chapter 9 A computational approach to case and word order in Korean -- chapter 10 Adjuncts and word order typology in east asian languages -- chapter 11 The distribution of negative NPS and some typological correlates.""","""http://books.google.com/books/content?id=X_CBAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781134431380""","""en"
"x0KLEAAAQBAJ""","""Prevention and Control of Human T Lymphotropic Viruses 1 and 2 (HTLV-1/2)""","{"Ricardo Ishak"","""""Antonio C. R. Vallinoto""""","""""Luiz Fernando Almeida Machado""""","""""Graham Philip Taylor""""","""""Carolina Rosadas""}""","""No Description""","""http://books.google.com/books/content?id=x0KLEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9782832500415""","""en"
"x0XwoAEACAAJ""","""Embedded C Programming""","{"Mark Siegesmund"}","""This book provides a hands-on introductory course on concepts of C programming using a PIC® microcontroller and CCS C compiler. Through a project-based approach, this book provides an easy to understand method of learning the correct and efficient practices to program a PIC® microcontroller in C language. Principles of C programming are introduced gradually, building on skill sets and knowledge. Early chapters emphasize the understanding of C language through experience and exercises, while the latter half of the book covers the PIC® microcontroller, its peripherals, and how to use those peripherals from within C in great detail. This book demonstrates the programming methodology and tools used by most professionals in embedded design, and will enable you to apply your knowledge and programming skills for any real-life application. Providing a step-by-step guide to the subject matter, this book will encourage you to alter, expand, and customize code for use in your own projects. A complete introduction to C programming using PIC microcontrollers, with a focus on real-world applications, programming methodology and tools Each chapter includes C code project examples, tables, graphs, charts, references, photographs, schematic diagrams, flow charts and compiler compatibility notes to channel your knowledge into real-world examples Online materials include presentation slides, extended tests, exercises, quizzes and answers, real-world case studies, videos and weblinks""","""http://books.google.com/books/content?id=x0XwoAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api""","""0128013141""","""en"
"X1whZsK-ZeYC""","""Annual Reports of ..., Submitted to the General Assembly of the State of Indiana""","""{Indiana}""","""No Description""","""http://books.google.com/books/content?id=X1whZsK-ZeYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""IND:30000129318055""","""en"
"x2Tq2NgH6hoC""","""Key Maths GCSE""","""{}""","""Developed for the AQA Specification, revised for the new National Curriculum and the new GCSE specifications. The Teacher File contains detailed support and guidance on advanced planning, points of emphasis, key words, notes for the non-specialist, useful supplementary ideas and homework sheets.""","""http://books.google.com/books/content?id=x2Tq2NgH6hoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780748766321""","""en"
"X35zxrw28KIC""","""Preparation Characteristics of Coal from Clay, Gilmer, and Lewis Counties, W. Va""","{"John E. Zeilinger"}","""No Description""","""http://books.google.com/books/content?id=X35zxrw28KIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""UOM:39015078538256""","""en"
"XA1CN22onEgC""","""A Shaker's Answer to the Oft-repeated Question, ""What Would Become of the World If All Should Become Shakers?""","{"Richard W. Pelham"}","""No Description""","""http://books.google.com/books/content?id=XA1CN22onEgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""UOM:69015000001103""","""en"
"xaoBDAAAQBAJ""","""Vampire Hunter D Volume 22""","{"Hideyuki Kikuchi"}","""Commissioned by a vampire ancient to recover the coffin containing the body of the demonic Gilzen, hated even by his own kind, D travels to a frightening mountain landscape perennially shrouded in snow. Within a castle piercing the mountainside, D discovers a group of knights tasked to protect Gilzen at any cost. It's time for D to use all the forces and powers at his command to prevent Gilzen's resurrection! This volume of the long-running series combines two novels and features eleven original illustrations by Final Fantasy designer Yoshitaka Amano.""","""http://books.google.com/books/content?id=xaoBDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781616555092""","""en"
"xbVE3PulfKkC""","""Morning and Evening Sacrifice: a handbook for domestic worship""","{"James Dickerson DAVIES"}","""No Description""","""http://books.google.com/books/content?id=xbVE3PulfKkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""BL:A0021939451""","""en"
"XcehDwAAQBAJ""","""Follow Me, I Don't Know Where I'm Going""","{"Nicole Venzke Peterson"}","""On September 15, 2016, after playing soccer in the rain with his school-aged children, 45-year-old Tim Peterson left the park in his truck with his baby boy, followed by his middle children and wife behind. His last words to Nicki were “Follow me. I don’t know where I’m going.” Moments later at County Road 11 and Evergreen in Burnsville, Minnesota, their lives changed forever. Follow Me, I Don’t Know Where I’m Going, blogger Nicole Venzke Peterson’s first book, is at once a tender and humorous love story, a touching and enlightening glimpse into the grief of a too-young widow, and an inspirational and practical diary of a faith journey. For those who have loved, lost, or simply lived life, this emotional and spiritual book is sure to bring hope to readers.""","""http://books.google.com/books/content?id=XcehDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781973665908""","""en"
"xDJKaYWzrvwC""","""The Book of J""","""{}""","""J is the title that scholars ascribe to the nameless writer they believe is responsible for the text, written between 950 and 900 BCE, on which Genesis, Exodus and Numbers is based. In The Book of J, Bloom and Rosenberg draw the J text out of the surrounding material and present it as the seminal classic that it is. In addition to Rosenberg's original translations, Bloom argues in several essays that ""J"" was not a religious writer but a fierce ironist and a woman living in the court of King Solomon. He also argues that J is a writer on par with Homer, Shakespeare and Tolstoy. Bloom also offers historical context, a discussion of the theory of how the different texts came together to create the Bible, and translation notes. Rosenberg's translations from the Hebrew bring J's stories to life and reveal her towering originality and grasp of humanity.""","""http://books.google.com/books/content?id=xDJKaYWzrvwC&printsec=frontcover&img=1&zoom=5&source=gbs_api""","""0802141919""","""en"
"xDLXxNLZpmYC""","""Register""","{"Brighton College of Technology"}","""No Description""","""http://books.google.com/books/content?id=xDLXxNLZpmYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""UIUC:30112069658596""","""en"
"xE0NfOvBT2sC""","""A concordance to the Old and New Testament""","{"Alexander Cruden"}","""No Description""","""http://books.google.com/books/content?id=xE0NfOvBT2sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""ZBZH:ZBZ-00091132""","""en"
